ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,Ag,Ag Method,Al,Al Method,As,As Method,Au,Au Method,B,B Method,Ba,Ba Method,Be,Be Method,Bi,Bi Method,Ca,Ca Method,Cd,Cd Method,Ce,Ce Method,Cl,Cl Method,Co,Co Method,Cr,Cr Method,Cs,Cs Method,Cu,Cu Method,Dy,Dy Method,Er,Er Method,Eu,Eu Method,Fe,Fe Method,Ga,Ga Method,Gd,Gd Method,Ge,Ge Method,Hf,Hf Method,Hg,Hg Method,Ho,Ho Method,In,In Method,Ir,Ir Method,K,K Method,La,La Method,Li,Li Method,Lu,Lu Method,Mg,Mg Method,Mn,Mn Method,Mo,Mo Method,Na,Na Method,Nb,Nb Method,Nd,Nd Method,Ni,Ni Method,P,P Method,Pb,Pb Method,Pd,Pd Method,Pr,Pr Method,Pt,Pt Method,Rb,Rb Method,Re,Re Method,Rh,Rh Method,Ru,Ru Method,S,S Method,Sb,Sb Method,Sc,Sc Method,Se,Se Method,Si,Si Method,Sm,Sm Method,Sn,Sn Method,Sr,Sr Method,Ta,Ta Method,Tb,Tb Method,Te,Te Method,Th,Th Method,Ti,Ti Method,Tl,Tl Method,Tm,Tm Method,U,U Method,V,V Method,W,W Method,Y,Y Method,Yb,Yb Method,Zn,Zn Method,Zr,Zr Method
OREAS0036,Zn-Pb-Ag sulphide ore,primary,metasediment/sulphide,Broken Hill Type,no,Current,oreas-catalogue-2023-11-03.csv,9.6,Peroxide Fusion ICP,,,722,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,151,3-Acid Digestion (no HF),,,,,,,206800,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,10800,3-Acid Digestion (no HF),,,,,,,,,,,,,5790,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3-Acid Digestion (no HF),,,,,,,,,,,,,41900,3-Acid Digestion (no HF),,
OREAS0037,Zn-Pb-Ag sulphide ore,primary,metasediment/sulphide,Broken Hill Type,no,Current,oreas-catalogue-2023-11-03.csv,5,Peroxide Fusion ICP,,,499,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,125,3-Acid Digestion (no HF),,,,,,,237600,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,7190,3-Acid Digestion (no HF),,,,,,,,,,,,,6150,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3-Acid Digestion (no HF),,,,,,,,,,,,,62600,3-Acid Digestion (no HF),,
OREAS0038,Zn-Pb-Ag sulphide ore,primary,metasediment/sulphide,Broken Hill Type,no,Current,oreas-catalogue-2023-11-03.csv,5,Peroxide Fusion ICP,,,298,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,111,3-Acid Digestion (no HF),,,,,,,212800,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,13700,3-Acid Digestion (no HF),,,,,,,,,,,,,5920,3-Acid Digestion (no HF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3-Acid Digestion (no HF),,,,,,,,,,,,,100600,3-Acid Digestion (no HF),,
OREAS0040,Fe ore,oxide,hematitic,sediment hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,688,Borate Fusion XRF,,,,,,,,,,,,,107,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,667200,Borate Fusion XRF,,,,,,,,,,,,,,,,,149,Borate Fusion XRF,,,,,,,103,Borate Fusion XRF,155,Borate Fusion XRF,,,,,,,,,,,40,Borate Fusion XRF,,,,,,,,,,,,,,,,,80,Borate Fusion XRF,,,,,,,21689,Borate Fusion XRF,,,,,,,,,,,,,,,300,Borate Fusion XRF,,,,,,,13,Borate Fusion XRF,,,,,,,,,,
OREAS0401,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,12490,Borate Fusion XRF,,,,,,,,,,,,,672,Borate Fusion XRF,,,,,,,,,73,Borate Fusion XRF,,,,,,,,,,,456300,Borate Fusion XRF,,,,,,,,,,,,,,,,,83,Borate Fusion XRF,,,,,,,368,Borate Fusion XRF,,,,,,,,,,,,,1050,Borate Fusion XRF,,,,,,,,,,,,,,,,,220,Borate Fusion XRF,,,,,,,116298,Borate Fusion XRF,,,,,,,,,,,,,,,1480,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0402,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,13178,Borate Fusion XRF,,,,,,,,,,,,,643,Borate Fusion XRF,,,,,,,,,75,Borate Fusion XRF,,,,,,,,,,,484100,Borate Fusion XRF,,,,,,,,,,,,,,,,,83,Borate Fusion XRF,,,,,,,434,Borate Fusion XRF,,,,,,,,,,,,,1190,Borate Fusion XRF,,,,,,,,,,,,,,,,,240,Borate Fusion XRF,,,,,,,92412,Borate Fusion XRF,,,,,,,,,,,,,,,1726,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0403,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,13919,Borate Fusion XRF,,,,,,,,,,,,,758,Borate Fusion XRF,,,,,,,,,75,Borate Fusion XRF,,,,,,,,,,,523100,Borate Fusion XRF,,,,,,,,,,,,,,,,,91,Borate Fusion XRF,,,,,,,464,Borate Fusion XRF,,,,,,,,,,,,,1230,Borate Fusion XRF,,,,,,,,,,,,,,,,,260,Borate Fusion XRF,,,,,,,63898,Borate Fusion XRF,,,,,,,,,,,,,,,1732,Borate Fusion XRF,,,,,,,34,Borate Fusion XRF,,,,,,,,,,
OREAS0404,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,15719,Borate Fusion XRF,,,,,,,,,,,,,729,Borate Fusion XRF,,,,,,,,,85,Borate Fusion XRF,,,,,,,,,,,551400,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,Borate Fusion XRF,,,,,,,,,,,,,,,,,320,Borate Fusion XRF,,,,,,,36834,Borate Fusion XRF,,,,,,,,,,,,,,,2307,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0405,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,11961,Borate Fusion XRF,,,,,,,,,,,,,1401,Borate Fusion XRF,,,,,,,,,70,Borate Fusion XRF,,,,,,,,,,,580200,Borate Fusion XRF,,,,,,,,,,,,,,,,,166,Borate Fusion XRF,,,,,,,,,232,Borate Fusion XRF,,,,,,,,,,,1110,Borate Fusion XRF,,,,,,,,,,,,,,,,,180,Borate Fusion XRF,,,,,,,39124,Borate Fusion XRF,,,,,,,,,,,,,,,1283,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0406,Fe ore,oxide,hematitic,BIF-hosted,no,Current,oreas-catalogue-2023-11-03.csv,,,6033,Borate Fusion XRF,,,,,,,,,,,,,1122,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,614400,Borate Fusion XRF,,,,,,,,,,,,,,,,,158,Borate Fusion XRF,,,,,,,,,302,Borate Fusion XRF,,,,,,,,,,,850,Borate Fusion XRF,,,,,,,,,,,,,,,,,,,,,,,,,37208,Borate Fusion XRF,,,,,,,,,,,,,,,282,Borate Fusion XRF,,,,,,,,,,,,,,,,,,
OREAS0042P,Blank/lithogeochem/low-level,oxide,ferruginous greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,0.091,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0043P,Blank/lithogeochem/low-level,oxide,ferruginous greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,50755,Borate Fusion XRF,111,4-Acid Digestion,0.073,Pb Fire Assay,,,475,4-Acid Digestion,,,,,3059,Borate Fusion XRF,,,,,,,,,,,,,438,4-Acid Digestion,,,,,,,174926,Borate Fusion XRF,,,,,,,,,,,,,,,,,17765,Borate Fusion XRF,,,,,,,5729,Borate Fusion XRF,643,Borate Fusion XRF,123,4-Acid Digestion,1335,Borate Fusion XRF,,,,,,,375,Borate Fusion XRF,146,4-Acid Digestion,,,,,,,,,,,,,,,164,Borate Fusion XRF,,,,,,,268401,Borate Fusion XRF,,,,,,,,,,,,,,,2967,Borate Fusion XRF,,,,,,,,,19,4-Acid Digestion,,,,,441,4-Acid Digestion,,
OREAS0044P,Blank/lithogeochem/low-level,oxide,ferruginous greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,,,37365,Borate Fusion XRF,105,4-Acid Digestion,0.067,Pb Fire Assay,,,396,4-Acid Digestion,,,,,3288,Borate Fusion XRF,,,,,,,,,,,,,421,4-Acid Digestion,,,,,,,345166,Borate Fusion XRF,,,,,,,,,,,,,,,,,12369,Borate Fusion XRF,,,,,,,4764,Borate Fusion XRF,880,4-Acid Digestion,406,4-Acid Digestion,1484,Borate Fusion XRF,,,,,,,406,Borate Fusion XRF,210,4-Acid Digestion,,,,,,,,,,,,,,,170,4-Acid Digestion,,,,,,,170333,Borate Fusion XRF,,,,,,,,,,,,,,,2100,4-Acid Digestion,,,,,,,,,19,4-Acid Digestion,,,,,618,4-Acid Digestion,,
OREAS0045b,Blank/lithogeochem/low-level,oxide,ferruginous soil,magmatic Ni-Cu-PGE,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,0.036,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,Pb Fire Assay,,,0.052,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0045c,Blank/lithogeochem/low-level,oxide,ferruginous soil,magmatic Ni-Cu-PGE,no,Archived,oreas-catalogue-2023-11-03.csv,,,,,,,0.045,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,Pb Fire Assay,,,0.065,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0045d,"Blank/lithogeochem/low-level, Ni-Cu-PGE",oxide,ferruginous soil,magmatic Ni-Cu-PGE,yes,Archived,oreas-catalogue-2023-11-03.csv,,,81500,4-Acid Digestion,13.8,4-Acid Digestion,0.023,Pb Fire Assay,,,183,4-Acid Digestion,0.79,4-Acid Digestion,0.31,4-Acid Digestion,1850,4-Acid Digestion,,,37,4-Acid Digestion,,,30,4-Acid Digestion,549,4-Acid Digestion,3.91,4-Acid Digestion,371,4-Acid Digestion,2.26,4-Acid Digestion,1.38,4-Acid Digestion,0.57,4-Acid Digestion,145200,4-Acid Digestion,21,4-Acid Digestion,2.42,4-Acid Digestion,,,3.83,4-Acid Digestion,,,0.46,4-Acid Digestion,0.096,4-Acid Digestion,,,4120,4-Acid Digestion,16.9,4-Acid Digestion,22,4-Acid Digestion,0.18,4-Acid Digestion,2450,4-Acid Digestion,490,4-Acid Digestion,2.5,4-Acid Digestion,1010,4-Acid Digestion,14.5,4-Acid Digestion,13.4,4-Acid Digestion,234,Borate / Peroxide Fusion ICP,420,4-Acid Digestion,22,4-Acid Digestion,0.035,Pb Fire Assay,3.7,4-Acid Digestion,0.048,Pb Fire Assay,42,Borate / Peroxide Fusion ICP,,,,,,,490,4-Acid Digestion,0.82,4-Acid Digestion,49,4-Acid Digestion,,,231988,Borate Fusion XRF,3.17,Borate / Peroxide Fusion ICP,2.78,4-Acid Digestion,31,4-Acid Digestion,1.02,4-Acid Digestion,0.4,4-Acid Digestion,,,14.5,4-Acid Digestion,7730,4-Acid Digestion,0.27,4-Acid Digestion,0.32,Borate / Peroxide Fusion ICP,2.63,4-Acid Digestion,238,Borate Fusion XRF,1.62,4-Acid Digestion,9.53,4-Acid Digestion,1.33,4-Acid Digestion,46,4-Acid Digestion,141,4-Acid Digestion
OREAS0045e,"Blank/lithogeochem/low-level, Ni-Cu-PGE",oxide,lateritic,magmatic Ni-Cu-PGE,yes,Archived,oreas-catalogue-2023-11-03.csv,0.311,4-Acid Digestion,67800,4-Acid Digestion,16.3,4-Acid Digestion,0.053,Pb Fire Assay,,,252,4-Acid Digestion,0.62,4-Acid Digestion,0.28,4-Acid Digestion,650,4-Acid Digestion,,,24,4-Acid Digestion,,,57,4-Acid Digestion,979,4-Acid Digestion,1.26,4-Acid Digestion,780,4-Acid Digestion,2.05,4-Acid Digestion,1.2,4-Acid Digestion,0.55,Borate / Peroxide Fusion ICP,241200,4-Acid Digestion,16.5,4-Acid Digestion,1.99,4-Acid Digestion,,,3.11,4-Acid Digestion,,,0.46,Borate / Peroxide Fusion ICP,0.099,4-Acid Digestion,,,3240,4-Acid Digestion,11,4-Acid Digestion,6.58,4-Acid Digestion,0.17,4-Acid Digestion,1560,4-Acid Digestion,550,4-Acid Digestion,2.4,4-Acid Digestion,590,4-Acid Digestion,6.8,4-Acid Digestion,9.57,4-Acid Digestion,459,Borate / Peroxide Fusion ICP,340,4-Acid Digestion,18.2,4-Acid Digestion,0.075,Pb Fire Assay,2.57,4-Acid Digestion,0.11,Pb Fire Assay,21,Borate / Peroxide Fusion ICP,,,,,,,460,4-Acid Digestion,1,4-Acid Digestion,93,4-Acid Digestion,2.97,4-Acid Digestion,187582,Borate Fusion XRF,2.13,Borate / Peroxide Fusion ICP,1.32,4-Acid Digestion,15.9,4-Acid Digestion,0.56,4-Acid Digestion,0.36,Borate / Peroxide Fusion ICP,,,12.9,4-Acid Digestion,5590,4-Acid Digestion,0.15,4-Acid Digestion,0.22,Borate / Peroxide Fusion ICP,2.41,4-Acid Digestion,329,Borate Fusion XRF,1.07,4-Acid Digestion,8.28,4-Acid Digestion,1.19,4-Acid Digestion,47,4-Acid Digestion,110,4-Acid Digestion
OREAS0045f,"Blank/lithogeochem/low-level, Ni-Cu-PGE",oxide,lateritic,magmatic Ni-Cu-PGE,yes,Current,oreas-catalogue-2023-11-03.csv,,,101600,4-Acid Digestion,9.67,4-Acid Digestion,0.019,Pb Fire Assay,,,206,4-Acid Digestion,1.2,4-Acid Digestion,0.21,4-Acid Digestion,960,4-Acid Digestion,,,29,4-Acid Digestion,,,44,4-Acid Digestion,417,4-Acid Digestion,3.65,4-Acid Digestion,363,4-Acid Digestion,2.23,4-Acid Digestion,1.33,4-Acid Digestion,0.63,4-Acid Digestion,146500,4-Acid Digestion,27,4-Acid Digestion,2.31,4-Acid Digestion,0.12,Aqua Regia Digestion (sample weights 0.15-50g),4.64,4-Acid Digestion,0.031,Aqua Regia Digestion (sample weights 0.15-50g),0.45,4-Acid Digestion,0.11,4-Acid Digestion,,,2240,4-Acid Digestion,15.7,4-Acid Digestion,20,4-Acid Digestion,0.19,4-Acid Digestion,2290,4-Acid Digestion,220,4-Acid Digestion,2.27,4-Acid Digestion,630,4-Acid Digestion,23,4-Acid Digestion,12.3,4-Acid Digestion,293,Borate Fusion XRF,300,4-Acid Digestion,14.7,4-Acid Digestion,0.057,Pb Fire Assay,3.43,4-Acid Digestion,0.038,Pb Fire Assay,32,Borate / Peroxide Fusion ICP,,,,,,,290,4-Acid Digestion,0.64,4-Acid Digestion,36,4-Acid Digestion,2.26,4-Acid Digestion,203755,Borate Fusion XRF,2.6,Borate / Peroxide Fusion ICP,2.85,4-Acid Digestion,25,4-Acid Digestion,1.66,4-Acid Digestion,0.37,4-Acid Digestion,,,9.99,4-Acid Digestion,10800,4-Acid Digestion,0.2,4-Acid Digestion,0.2,4-Acid Digestion,2.09,4-Acid Digestion,250,Borate Fusion XRF,1.27,4-Acid Digestion,10.9,4-Acid Digestion,1.25,4-Acid Digestion,35,4-Acid Digestion,172,4-Acid Digestion
OREAS0045h,"Blank/lithogeochem/low-level, Ni-Cu-PGE",oxide,lateritic,magmatic Ni-Cu-PGE,yes,Current,oreas-catalogue-2023-11-03.csv,0.092,Aqua Regia Digestion (sample weights 0.15-50g),79900,4-Acid Digestion,16.9,4-Acid Digestion,0.041,Pb Fire Assay,,,332,4-Acid Digestion,1.09,4-Acid Digestion,0.17,4-Acid Digestion,1350,4-Acid Digestion,,,24,4-Acid Digestion,,,88,4-Acid Digestion,602,4-Acid Digestion,2.29,4-Acid Digestion,767,4-Acid Digestion,2.42,4-Acid Digestion,1.44,4-Acid Digestion,0.65,4-Acid Digestion,195200,4-Acid Digestion,21,4-Acid Digestion,2.34,4-Acid Digestion,0.15,Aqua Regia Digestion (sample weights 0.15-50g),3.6,4-Acid Digestion,0.024,Aqua Regia Digestion (sample weights 0.15-50g),0.48,4-Acid Digestion,0.1,4-Acid Digestion,,,2050,4-Acid Digestion,12.4,4-Acid Digestion,13.1,4-Acid Digestion,0.21,4-Acid Digestion,2380,4-Acid Digestion,380,4-Acid Digestion,1.55,4-Acid Digestion,900,4-Acid Digestion,14.8,4-Acid Digestion,11.2,4-Acid Digestion,455,Borate Fusion XRF,230,4-Acid Digestion,11.9,4-Acid Digestion,0.128,Pb Fire Assay,2.91,4-Acid Digestion,0.087,Pb Fire Assay,23,Borate / Peroxide Fusion ICP,,,,,,,350,4-Acid Digestion,0.63,4-Acid Digestion,57,4-Acid Digestion,2.02,4-Acid Digestion,193565,Borate Fusion XRF,2.5,Borate / Peroxide Fusion ICP,1.93,4-Acid Digestion,27,4-Acid Digestion,1.08,4-Acid Digestion,0.39,4-Acid Digestion,,,7.26,4-Acid Digestion,8780,4-Acid Digestion,0.15,4-Acid Digestion,0.23,4-Acid Digestion,1.68,4-Acid Digestion,262,Borate Fusion XRF,0.99,4-Acid Digestion,10.4,4-Acid Digestion,1.44,4-Acid Digestion,40,4-Acid Digestion,131,4-Acid Digestion
OREAS0045P,Blank/lithogeochem/low-level,oxide,ferruginous soil,magmatic Ni-Cu-PGE,no,Archived,oreas-catalogue-2023-11-03.csv,0.3,Aqua Regia Digestion,68200,Borate / Peroxide Fusion ICP,13.4,4-Acid Digestion,0.055,Pb Fire Assay,,,281,Borate / Peroxide Fusion ICP,,,0.21,4-Acid Digestion,3000,Borate / Peroxide Fusion ICP,0.09,Aqua Regia Digestion,49,Borate / Peroxide Fusion ICP,,,120,4-Acid Digestion,1103,4-Acid Digestion,,,749,4-Acid Digestion,4.1,Borate / Peroxide Fusion ICP,2.2,Borate / Peroxide Fusion ICP,1.16,Borate / Peroxide Fusion ICP,192200,Borate / Peroxide Fusion ICP,,,4,Borate / Peroxide Fusion ICP,,,,,,,0.78,Borate / Peroxide Fusion ICP,,,,,3500,Borate / Peroxide Fusion ICP,25,Borate / Peroxide Fusion ICP,,,0.31,Borate / Peroxide Fusion ICP,2200,Borate / Peroxide Fusion ICP,1270,Borate / Peroxide Fusion ICP,,,804,4-Acid Digestion,24,Borate / Peroxide Fusion ICP,21,Borate / Peroxide Fusion ICP,281,Aqua Regia Digestion,454,4-Acid Digestion,22,4-Acid Digestion,0.055,Pb Fire Assay,5.42,Borate / Peroxide Fusion ICP,0.077,Pb Fire Assay,23,Borate / Peroxide Fusion ICP,,,,,,,300,Borate / Peroxide Fusion ICP,0.92,4-Acid Digestion,,,,,204200,Borate / Peroxide Fusion ICP,4.51,Borate / Peroxide Fusion ICP,3.1,Borate / Peroxide Fusion ICP,33,Borate / Peroxide Fusion ICP,,,0.69,Borate / Peroxide Fusion ICP,,,9.8,Borate / Peroxide Fusion ICP,11800,Borate / Peroxide Fusion ICP,,,0.32,Borate / Peroxide Fusion ICP,2.4,Borate / Peroxide Fusion ICP,,,,,18,Borate / Peroxide Fusion ICP,2.1,Borate / Peroxide Fusion ICP,141,4-Acid Digestion,279,Borate / Peroxide Fusion ICP
OREAS0046,"Au <1 ppm, Blank/lithogeochem/low-level",oxide,glacial till,barren,yes,Current,oreas-catalogue-2023-11-03.csv,0.025,Aqua Regia Digestion (sample weights 0.15-50g),62600,4-Acid Digestion,1.01,4-Acid Digestion,0.002,Pb Fire Assay,,,473,4-Acid Digestion,0.91,4-Acid Digestion,0.054,4-Acid Digestion,24000,4-Acid Digestion,0.059,4-Acid Digestion,36,4-Acid Digestion,,,9.83,4-Acid Digestion,46,4-Acid Digestion,0.64,4-Acid Digestion,23,4-Acid Digestion,2.03,4-Acid Digestion,1.13,4-Acid Digestion,0.89,4-Acid Digestion,26100,4-Acid Digestion,14,4-Acid Digestion,2.66,4-Acid Digestion,0.061,Aqua Regia Digestion (sample weights 0.15-50g),1.82,4-Acid Digestion,,,0.39,4-Acid Digestion,0.026,4-Acid Digestion,,,11900,4-Acid Digestion,18.9,4-Acid Digestion,10.4,4-Acid Digestion,0.15,4-Acid Digestion,9430,4-Acid Digestion,490,4-Acid Digestion,0.77,4-Acid Digestion,26100,4-Acid Digestion,4.56,4-Acid Digestion,18.5,4-Acid Digestion,31,Borate / Peroxide Fusion ICP,540,4-Acid Digestion,7.02,4-Acid Digestion,,,4.84,4-Acid Digestion,,,34,Borate / Peroxide Fusion ICP,,,,,,,,,0.1,4-Acid Digestion,8.75,4-Acid Digestion,,,339965,Borate / Peroxide Fusion ICP,3.33,Borate / Peroxide Fusion ICP,0.78,4-Acid Digestion,408,4-Acid Digestion,0.27,4-Acid Digestion,0.36,4-Acid Digestion,,,3.26,4-Acid Digestion,2070,4-Acid Digestion,0.21,4-Acid Digestion,0.15,4-Acid Digestion,0.7,4-Acid Digestion,60,Borate / Peroxide Fusion ICP,0.21,4-Acid Digestion,10.5,4-Acid Digestion,1.01,4-Acid Digestion,36,4-Acid Digestion,61,4-Acid Digestion
OREAS0460,REE,oxide,lateritic,carbonatite,yes,Current,oreas-catalogue-2023-11-03.csv,,,65500,4-Acid Digestion,53,4-Acid Digestion,,,,,815,4-Acid Digestion,2.4,4-Acid Digestion,1.44,4-Acid Digestion,7010,4-Acid Digestion,,,1853,4-Acid Digestion,,,10,4-Acid Digestion,347,4-Acid Digestion,3.78,4-Acid Digestion,42,4-Acid Digestion,18,4-Acid Digestion,4.65,4-Acid Digestion,23,4-Acid Digestion,185600,4-Acid Digestion,33,4-Acid Digestion,48,4-Acid Digestion,,,6.09,4-Acid Digestion,,,2.37,4-Acid Digestion,0.31,4-Acid Digestion,,,12500,4-Acid Digestion,1298,4-Acid Digestion,18.3,4-Acid Digestion,0.36,4-Acid Digestion,7240,4-Acid Digestion,307,4-Acid Digestion,25,4-Acid Digestion,1330,4-Acid Digestion,698,Borate / Peroxide Fusion ICP,792,4-Acid Digestion,53,Borate / Peroxide Fusion ICP,1930,4-Acid Digestion,65,4-Acid Digestion,,,240,4-Acid Digestion,,,75,Borate / Peroxide Fusion ICP,,,,,,,291,4-Acid Digestion,3.4,4-Acid Digestion,28,4-Acid Digestion,,,232783,Borate / Peroxide Fusion ICP,108,Borate / Peroxide Fusion ICP,13.3,4-Acid Digestion,306,4-Acid Digestion,11.5,4-Acid Digestion,4.6,4-Acid Digestion,,,113,4-Acid Digestion,7310,4-Acid Digestion,0.38,4-Acid Digestion,0.5,4-Acid Digestion,3.85,4-Acid Digestion,255,Borate / Peroxide Fusion ICP,3.14,4-Acid Digestion,49,4-Acid Digestion,2.64,4-Acid Digestion,117,4-Acid Digestion,218,4-Acid Digestion
OREAS0461,REE,oxide,lateritic,carbonatite,yes,Current,oreas-catalogue-2023-11-03.csv,,,59600,4-Acid Digestion,34,4-Acid Digestion,,,,,957,4-Acid Digestion,2.09,4-Acid Digestion,2.43,4-Acid Digestion,12100,4-Acid Digestion,,,3508,4-Acid Digestion,,,12.1,4-Acid Digestion,524,4-Acid Digestion,0.77,4-Acid Digestion,56,4-Acid Digestion,34,4-Acid Digestion,7.46,4-Acid Digestion,48,4-Acid Digestion,315200,4-Acid Digestion,46,4-Acid Digestion,98,4-Acid Digestion,,,7.39,4-Acid Digestion,,,4.06,4-Acid Digestion,0.57,4-Acid Digestion,,,2330,4-Acid Digestion,2476,4-Acid Digestion,12,4-Acid Digestion,0.39,4-Acid Digestion,9990,4-Acid Digestion,547,4-Acid Digestion,48,4-Acid Digestion,1780,4-Acid Digestion,1296,Borate / Peroxide Fusion ICP,1623,4-Acid Digestion,64,Borate / Peroxide Fusion ICP,3380,4-Acid Digestion,104,4-Acid Digestion,,,482,4-Acid Digestion,,,13.5,Borate / Peroxide Fusion ICP,,,,,,,475,4-Acid Digestion,2.42,4-Acid Digestion,39,4-Acid Digestion,,,147055,Borate / Peroxide Fusion ICP,220,Borate / Peroxide Fusion ICP,22,4-Acid Digestion,564,4-Acid Digestion,21,4-Acid Digestion,9.09,4-Acid Digestion,,,207,4-Acid Digestion,10600,4-Acid Digestion,0.1,4-Acid Digestion,0.7,4-Acid Digestion,4.4,4-Acid Digestion,385,Borate / Peroxide Fusion ICP,2.5,4-Acid Digestion,83,4-Acid Digestion,3.06,4-Acid Digestion,139,4-Acid Digestion,270,4-Acid Digestion
OREAS0462,REE,oxide,lateritic,carbonatite,yes,Current,oreas-catalogue-2023-11-03.csv,,,57100,4-Acid Digestion,31,4-Acid Digestion,,,,,1037,4-Acid Digestion,3.57,4-Acid Digestion,2.69,4-Acid Digestion,12500,4-Acid Digestion,,,4984,4-Acid Digestion,,,13,4-Acid Digestion,502,4-Acid Digestion,0.45,4-Acid Digestion,61,4-Acid Digestion,51,4-Acid Digestion,10.8,4-Acid Digestion,80,4-Acid Digestion,330500,4-Acid Digestion,58,4-Acid Digestion,164,4-Acid Digestion,,,7.4,4-Acid Digestion,,,6.18,4-Acid Digestion,0.75,4-Acid Digestion,,,1180,4-Acid Digestion,3669,4-Acid Digestion,10.8,4-Acid Digestion,0.53,4-Acid Digestion,10100,4-Acid Digestion,840,4-Acid Digestion,53,4-Acid Digestion,1780,4-Acid Digestion,1447,Borate / Peroxide Fusion ICP,2595,4-Acid Digestion,67,Borate / Peroxide Fusion ICP,4540,4-Acid Digestion,119,4-Acid Digestion,,,736,4-Acid Digestion,,,6.58,Borate / Peroxide Fusion ICP,,,,,,,548,4-Acid Digestion,2.17,4-Acid Digestion,51,4-Acid Digestion,,,131770,Borate / Peroxide Fusion ICP,369,Borate / Peroxide Fusion ICP,24,4-Acid Digestion,738,4-Acid Digestion,22,4-Acid Digestion,14.7,4-Acid Digestion,,,246,4-Acid Digestion,9860,4-Acid Digestion,0.083,4-Acid Digestion,1.01,4-Acid Digestion,5.79,4-Acid Digestion,380,Borate / Peroxide Fusion ICP,2.31,4-Acid Digestion,125,4-Acid Digestion,4.36,4-Acid Digestion,244,4-Acid Digestion,270,4-Acid Digestion
