ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,URL,Ag(PPM),Ag(%),Ag Method,Al(PPM),Al(%),Al Method,As(PPM),As(%),As Method,Au(PPM),Au(%),Au Method,B(PPM),B(%),B Method,Ba(PPM),Ba(%),Ba Method,Be(PPM),Be(%),Be Method,Bi(PPM),Bi(%),Bi Method,Ca(PPM),Ca(%),Ca Method,Cd(PPM),Cd(%),Cd Method,Ce(PPM),Ce(%),Ce Method,Cl(PPM),Cl(%),Cl Method,Co(PPM),Co(%),Co Method,Cr(PPM),Cr(%),Cr Method,Cs(PPM),Cs(%),Cs Method,Cu(PPM),Cu(%),Cu Method,Dy(PPM),Dy(%),Dy Method,Er(PPM),Er(%),Er Method,Eu(PPM),Eu(%),Eu Method,Fe(PPM),Fe(%),Fe Method,Ga(PPM),Ga(%),Ga Method,Gd(PPM),Gd(%),Gd Method,Ge(PPM),Ge(%),Ge Method,Hf(PPM),Hf(%),Hf Method,Hg(PPM),Hg(%),Hg Method,Ho(PPM),Ho(%),Ho Method,In(PPM),In(%),In Method,Ir(PPM),Ir(%),Ir Method,K(PPM),K(%),K Method,La(PPM),La(%),La Method,Li(PPM),Li(%),Li Method,Lu(PPM),Lu(%),Lu Method,Mg(PPM),Mg(%),Mg Method,Mn(PPM),Mn(%),Mn Method,Mo(PPM),Mo(%),Mo Method,Na(PPM),Na(%),Na Method,Nb(PPM),Nb(%),Nb Method,Nd(PPM),Nd(%),Nd Method,Ni(PPM),Ni(%),Ni Method,P(PPM),P(%),P Method,Pb(PPM),Pb(%),Pb Method,Pd(PPM),Pd(%),Pd Method,Pr(PPM),Pr(%),Pr Method,Pt(PPM),Pt(%),Pt Method,Rb(PPM),Rb(%),Rb Method,Re(PPM),Re(%),Re Method,Rh(PPM),Rh(%),Rh Method,Ru(PPM),Ru(%),Ru Method,S(PPM),S(%),S Method,Sb(PPM),Sb(%),Sb Method,Sc(PPM),Sc(%),Sc Method,Se(PPM),Se(%),Se Method,Si(PPM),Si(%),Si Method,Sm(PPM),Sm(%),Sm Method,Sn(PPM),Sn(%),Sn Method,Sr(PPM),Sr(%),Sr Method,Ta(PPM),Ta(%),Ta Method,Tb(PPM),Tb(%),Tb Method,Te(PPM),Te(%),Te Method,Th(PPM),Th(%),Th Method,Ti(PPM),Ti(%),Ti Method,Tl(PPM),Tl(%),Tl Method,Tm(PPM),Tm(%),Tm Method,U(PPM),U(%),U Method,V(PPM),V(%),V Method,W(PPM),W(%),W Method,Y(PPM),Y(%),Y Method,Yb(PPM),Yb(%),Yb Method,Zn(PPM),Zn(%),Zn Method,Zr(PPM),Zr(%),Zr Method
OREAS0908,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,weathered rhyodacite,oxidised VMS,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-908/,2.32,0.000232,Aqua Regia Digestion,60500.000000,6.050000,4-Acid Digestion,65.0,0.0065,4-Acid Digestion,0.187,1.87e-05,Pb Fire Assay,,,,1868.000000,0.186800,4-Acid Digestion,2.2,0.00022,4-Acid Digestion,43.3,0.00433,4-Acid Digestion,4180.000000,0.418000,4-Acid Digestion,0.79,7.9e-05,4-Acid Digestion,75.000000,0.007500,4-Acid Digestion,,,,87.000000,0.008700,4-Acid Digestion,10.8,0.00108,4-Acid Digestion,4.86,0.000486,4-Acid Digestion,12600.000000,1.260000,4-Acid Digestion,3.15,0.000315,4-Acid Digestion,1.27,0.000127,4-Acid Digestion,1.76,0.000176,4-Acid Digestion,146400.000000,14.640000,4-Acid Digestion,44.300000,0.004430,4-Acid Digestion,4.97,0.000497,4-Acid Digestion,,,,5.63,0.000563,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,0.49,4.9e-05,4-Acid Digestion,4.9,0.00049,4-Acid Digestion,,,,20100.0,2.01,4-Acid Digestion,37.7,0.00377,4-Acid Digestion,14.4,0.00144,4-Acid Digestion,0.18,1.8e-05,4-Acid Digestion,6950.0,0.695,4-Acid Digestion,330.000000,0.033000,4-Acid Digestion,9.53,0.000953,4-Acid Digestion,16900.0,1.69,4-Acid Digestion,13.0,0.0013,4-Acid Digestion,32.500000,0.003250,4-Acid Digestion,7.27,0.000727,Borate / Peroxide Fusion ICP,260.0,0.026,4-Acid Digestion,65.0,0.0065,4-Acid Digestion,,,,8.56,0.000856,4-Acid Digestion,,,,97.000000,0.009700,Borate / Peroxide Fusion ICP,,,,,,,,,,1280.0,0.128,4-Acid Digestion,5.2,0.00052,4-Acid Digestion,5.55,0.000555,4-Acid Digestion,19.0,0.0019,4-Acid Digestion,259000.000000,25.900000,Borate / Peroxide Fusion ICP,6.53,0.000653,Borate / Peroxide Fusion ICP,6.22,0.000622,4-Acid Digestion,113.0,0.0113,4-Acid Digestion,0.96,9.6e-05,4-Acid Digestion,0.65,6.5e-05,4-Acid Digestion,0.45,4.5e-05,Aqua Regia Digestion,11.0,0.0011,4-Acid Digestion,1110.0,0.111,4-Acid Digestion,0.57,5.7e-05,4-Acid Digestion,0.16,1.6e-05,4-Acid Digestion,3.73,0.000373,4-Acid Digestion,12.8,0.00128,Borate / Peroxide Fusion ICP,4.51,0.000451,4-Acid Digestion,14.400000,0.001440,4-Acid Digestion,1.13,0.000113,4-Acid Digestion,285.000000,0.028500,4-Acid Digestion,210.0,0.021,4-Acid Digestion
OREAS0091,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-91/,0.1,1e-05,Aqua Regia Digestion,,,,,,,,,,,,,,,,,,,1.01,0.000101,4-Acid Digestion,,,,,,,,,,,,,14.200000,0.001420,4-Acid Digestion,,,,,,,265.000000,0.026500,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,0.000516,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,841.0,0.0841,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,,,,1.28,0.000128,4-Acid Digestion,,,,,,,7.47,0.000747,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.000000,0.006600,4-Acid Digestion,,,
OREAS0092,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-92/,0.74,7.4e-05,Aqua Regia Digestion,,,,,,,,,,,,,,,,,,,2.44,0.000244,4-Acid Digestion,,,,,,,,,,,,,16.300000,0.001630,4-Acid Digestion,,,,,,,2294.000000,0.229400,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.78,0.000978,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,3101.0,0.3101,4-Acid Digestion,1.16,0.000116,4-Acid Digestion,,,,3.75,0.000375,4-Acid Digestion,,,,,,,10.6,0.00106,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.000000,0.008800,4-Acid Digestion,,,
OREAS0920,"Blank/lithogeochem/low-level, Cu ore",primary,siltstone,structurally-controlled sediment-hosted,yes,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-920/,0.099,9.9e-06,Aqua Regia Digestion,76900.000000,7.690000,4-Acid Digestion,5.13,0.000513,4-Acid Digestion,0.01 INDICATIVE,1e-06 INDICATIVE,Aqua Regia Digestion,10.0 INDICATIVE,0.001 INDICATIVE,Aqua Regia Digestion,546.000000,0.054600,4-Acid Digestion,2.88,0.000288,4-Acid Digestion,0.69,6.9e-05,4-Acid Digestion,4970.000000,0.497000,4-Acid Digestion,0.08 INDICATIVE,8e-06 INDICATIVE,4-Acid Digestion,94.000000,0.009400,4-Acid Digestion,,,,15.600000,0.001560,4-Acid Digestion,79.0,0.0079,4-Acid Digestion,8.63,0.000863,4-Acid Digestion,112.000000,0.011200,4-Acid Digestion,6.44,0.000644,4-Acid Digestion,3.69,0.000369,4-Acid Digestion,1.5,0.00015,4-Acid Digestion,41400.000000,4.140000,4-Acid Digestion,20.800000,0.002080,4-Acid Digestion,6.97,0.000697,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,4.6,0.00046,4-Acid Digestion,0.01 INDICATIVE,1e-06 INDICATIVE,Aqua Regia Digestion,1.26,0.000126,4-Acid Digestion,0.084,8.4e-06,4-Acid Digestion,,,,28900.0,2.89,4-Acid Digestion,46.1,0.00461,4-Acid Digestion,29.1,0.00291,4-Acid Digestion,0.5,5e-05,4-Acid Digestion,13800.0,1.38,4-Acid Digestion,600.000000,0.060000,4-Acid Digestion,0.46,4.6e-05,4-Acid Digestion,6330.0,0.633,4-Acid Digestion,17.4,0.00174,4-Acid Digestion,40.400000,0.004040,4-Acid Digestion,44.0,0.0044,Peroxide Fusion ICP,720.0,0.072,4-Acid Digestion,23.5,0.00235,4-Acid Digestion,,,,10.9,0.00109,4-Acid Digestion,,,,179.000000,0.017900,Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,310.0,0.031,4-Acid Digestion,1.49,0.000149,4-Acid Digestion,14.3,0.00143,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,307200.000000,30.720000,Peroxide Fusion ICP,7.86,0.000786,Peroxide Fusion ICP,5.04,0.000504,4-Acid Digestion,82.0,0.0082,4-Acid Digestion,1.25,0.000125,4-Acid Digestion,1.06,0.000106,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,19.3,0.00193,4-Acid Digestion,4880.0,0.488,4-Acid Digestion,0.92,9.2e-05,4-Acid Digestion,0.54,5.4e-05,4-Acid Digestion,3.74,0.000374,4-Acid Digestion,100.0,0.01,Peroxide Fusion ICP,3.11,0.000311,4-Acid Digestion,33.200000,0.003320,4-Acid Digestion,3.33,0.000333,4-Acid Digestion,116.000000,0.011600,4-Acid Digestion,151.0,0.0151,4-Acid Digestion
OREAS0920b,"Blank/lithogeochem/low-level, Cu ore",primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-920b/,0.174,1.74e-05,Aqua Regia Digestion,67900.000000,6.790000,4-Acid Digestion,113.0,0.0113,4-Acid Digestion,0.019,1.9e-06,Aqua Regia Digestion,138.0,0.0138,Borate / Peroxide Fusion ICP,2105.000000,0.210500,4-Acid Digestion,2.59,0.000259,4-Acid Digestion,0.79,7.9e-05,4-Acid Digestion,300.000000,0.030000,4-Acid Digestion,0.042,4.2e-06,4-Acid Digestion,90.000000,0.009000,4-Acid Digestion,,,,1.630000,0.000163,4-Acid Digestion,87.0,0.0087,4-Acid Digestion,4.43,0.000443,4-Acid Digestion,116.000000,0.011600,4-Acid Digestion,3.62,0.000362,4-Acid Digestion,1.72,0.000172,4-Acid Digestion,1.29,0.000129,4-Acid Digestion,30300.000000,3.030000,4-Acid Digestion,20.300000,0.002030,4-Acid Digestion,5.49,0.000549,4-Acid Digestion,2.33,0.000233,Borate / Peroxide Fusion ICP,2.32,0.000232,4-Acid Digestion,,,,0.61,6.1e-05,4-Acid Digestion,0.075,7.5e-06,4-Acid Digestion,,,,27100.0,2.71,4-Acid Digestion,43.5,0.00435,4-Acid Digestion,21.3,0.00213,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,3770.0,0.377,4-Acid Digestion,70.000000,0.007000,4-Acid Digestion,2.93,0.000293,4-Acid Digestion,980.0,0.098,4-Acid Digestion,5.04,0.000504,4-Acid Digestion,36.200000,0.003620,4-Acid Digestion,9.0,0.0009,Aqua Regia Digestion,320.0,0.032,4-Acid Digestion,26.4,0.00264,4-Acid Digestion,,,,10.1,0.00101,4-Acid Digestion,,,,154.000000,0.015400,Borate / Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,290.0,0.029,4-Acid Digestion,3.97,0.000397,4-Acid Digestion,12.5,0.00125,4-Acid Digestion,2.37,0.000237,4-Acid Digestion,351600.000000,35.160000,Borate / Peroxide Fusion ICP,6.75,0.000675,Borate / Peroxide Fusion ICP,3.91,0.000391,4-Acid Digestion,57.0,0.0057,4-Acid Digestion,0.4,4e-05,4-Acid Digestion,0.71,7.1e-05,4-Acid Digestion,1.0 INDICATIVE,0.0001 INDICATIVE,Borate / Peroxide Fusion ICP,15.5,0.00155,4-Acid Digestion,2260.0,0.226,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,0.25,2.5e-05,4-Acid Digestion,4.06,0.000406,4-Acid Digestion,176.0,0.0176,Borate / Peroxide Fusion ICP,1.91,0.000191,4-Acid Digestion,15.500000,0.001550,4-Acid Digestion,1.61,0.000161,4-Acid Digestion,57.000000,0.005700,4-Acid Digestion,80.0,0.008,4-Acid Digestion
OREAS0921,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-921/,0.164,1.64e-05,Aqua Regia Digestion,76200.000000,7.620000,4-Acid Digestion,5.15,0.000515,4-Acid Digestion,0.005 INDICATIVE,5e-07 INDICATIVE,Aqua Regia Digestion,10.0 INDICATIVE,0.001 INDICATIVE,Aqua Regia Digestion,537.000000,0.053700,4-Acid Digestion,2.83,0.000283,4-Acid Digestion,1.2,0.00012,4-Acid Digestion,4960.000000,0.496000,4-Acid Digestion,0.2 INDICATIVE,2e-05 INDICATIVE,4-Acid Digestion,91.000000,0.009100,4-Acid Digestion,,,,16.500000,0.001650,4-Acid Digestion,79.0,0.0079,4-Acid Digestion,8.53,0.000853,4-Acid Digestion,274.000000,0.027400,4-Acid Digestion,6.25,0.000625,4-Acid Digestion,3.61,0.000361,4-Acid Digestion,1.48,0.000148,4-Acid Digestion,43000.000000,4.300000,4-Acid Digestion,21.300000,0.002130,4-Acid Digestion,6.83,0.000683,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,4.45,0.000445,4-Acid Digestion,0.02 INDICATIVE,2e-06 INDICATIVE,Aqua Regia Digestion,1.23,0.000123,4-Acid Digestion,0.11,1.1e-05,4-Acid Digestion,,,,28400.0,2.84,4-Acid Digestion,45.9,0.00459,4-Acid Digestion,28.9,0.00289,4-Acid Digestion,0.49,4.9e-05,4-Acid Digestion,14200.0,1.42,4-Acid Digestion,640.000000,0.064000,4-Acid Digestion,0.5,5e-05,4-Acid Digestion,6070.0,0.607,4-Acid Digestion,17.1,0.00171,4-Acid Digestion,39.800000,0.003980,4-Acid Digestion,41.9,0.00419,Peroxide Fusion ICP,700.0,0.07,4-Acid Digestion,28.0,0.0028,4-Acid Digestion,,,,10.7,0.00107,4-Acid Digestion,,,,178.000000,0.017800,Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,670.0,0.067,4-Acid Digestion,1.44,0.000144,4-Acid Digestion,14.2,0.00142,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,306800.000000,30.680000,Peroxide Fusion ICP,7.93,0.000793,Peroxide Fusion ICP,5.82,0.000582,4-Acid Digestion,78.0,0.0078,4-Acid Digestion,1.32,0.000132,4-Acid Digestion,1.05,0.000105,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,18.7,0.00187,4-Acid Digestion,4670.0,0.467,4-Acid Digestion,0.91,9.1e-05,4-Acid Digestion,0.53,5.3e-05,4-Acid Digestion,3.69,0.000369,4-Acid Digestion,97.0,0.0097,Peroxide Fusion ICP,3.05,0.000305,4-Acid Digestion,32.700000,0.003270,4-Acid Digestion,3.22,0.000322,4-Acid Digestion,132.000000,0.013200,4-Acid Digestion,147.0,0.0147,4-Acid Digestion
OREAS0921b,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-921b/,0.244,2.44e-05,Aqua Regia Digestion,68200.000000,6.820000,4-Acid Digestion,104.0,0.0104,4-Acid Digestion,0.02 INDICATIVE,2e-06 INDICATIVE,Aqua Regia Digestion,131.0,0.0131,Borate / Peroxide Fusion ICP,1979.000000,0.197900,4-Acid Digestion,2.56,0.000256,4-Acid Digestion,1.3,0.00013,4-Acid Digestion,740.000000,0.074000,4-Acid Digestion,0.068,6.8e-06,4-Acid Digestion,89.000000,0.008900,4-Acid Digestion,,,,3.360000,0.000336,4-Acid Digestion,88.0,0.0088,4-Acid Digestion,4.5,0.00045,4-Acid Digestion,254.000000,0.025400,4-Acid Digestion,3.78,0.000378,4-Acid Digestion,1.78,0.000178,4-Acid Digestion,1.29,0.000129,4-Acid Digestion,33000.000000,3.300000,4-Acid Digestion,20.100000,0.002010,4-Acid Digestion,5.45,0.000545,4-Acid Digestion,0.12,1.2e-05,4-Acid Digestion,2.36,0.000236,4-Acid Digestion,,,,0.64,6.4e-05,4-Acid Digestion,0.1,1e-05,4-Acid Digestion,,,,26900.0,2.69,4-Acid Digestion,43.2,0.00432,4-Acid Digestion,22.2,0.00222,4-Acid Digestion,0.27,2.7e-05,4-Acid Digestion,5010.0,0.501,4-Acid Digestion,150.000000,0.015000,4-Acid Digestion,2.86,0.000286,4-Acid Digestion,1140.0,0.114,4-Acid Digestion,5.85,0.000585,4-Acid Digestion,35.900000,0.003590,4-Acid Digestion,11.3,0.00113,Aqua Regia Digestion,340.0,0.034,4-Acid Digestion,31.0,0.0031,4-Acid Digestion,,,,9.92,0.000992,4-Acid Digestion,,,,156.000000,0.015600,Borate / Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,610.0,0.061,4-Acid Digestion,3.71,0.000371,4-Acid Digestion,12.5,0.00125,4-Acid Digestion,2.4,0.00024,4-Acid Digestion,348700.000000,34.870000,Borate / Peroxide Fusion ICP,6.8,0.00068,Borate / Peroxide Fusion ICP,4.54,0.000454,4-Acid Digestion,54.0,0.0054,4-Acid Digestion,0.47,4.7e-05,4-Acid Digestion,0.68,6.8e-05,4-Acid Digestion,1.0 INDICATIVE,0.0001 INDICATIVE,Borate / Peroxide Fusion ICP,15.7,0.00157,4-Acid Digestion,2340.0,0.234,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,3.92,0.000392,4-Acid Digestion,170.0,0.017,Borate / Peroxide Fusion ICP,2.06,0.000206,4-Acid Digestion,16.000000,0.001600,4-Acid Digestion,1.72,0.000172,4-Acid Digestion,82.000000,0.008200,4-Acid Digestion,82.0,0.0082,4-Acid Digestion
OREAS0922,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-922/,0.851,8.51e-05,Aqua Regia Digestion,73300.000000,7.330000,4-Acid Digestion,6.91,0.000691,4-Acid Digestion,0.005 INDICATIVE,5e-07 INDICATIVE,Aqua Regia Digestion,,,,468.000000,0.046800,4-Acid Digestion,2.4,0.00024,4-Acid Digestion,10.1,0.00101,4-Acid Digestion,4750.000000,0.475000,4-Acid Digestion,0.29,2.9e-05,4-Acid Digestion,86.000000,0.008600,4-Acid Digestion,,,,20.400000,0.002040,4-Acid Digestion,75.0,0.0075,4-Acid Digestion,7.27,0.000727,4-Acid Digestion,2122.000000,0.212200,4-Acid Digestion,5.39,0.000539,4-Acid Digestion,3.11,0.000311,4-Acid Digestion,1.39,0.000139,4-Acid Digestion,55300.000000,5.530000,4-Acid Digestion,20.400000,0.002040,4-Acid Digestion,6.18,0.000618,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,3.78,0.000378,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,1.04,0.000104,4-Acid Digestion,0.31,3.1e-05,4-Acid Digestion,,,,25400.0,2.54,4-Acid Digestion,43.4,0.00434,4-Acid Digestion,30.8,0.00308,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,15800.0,1.58,4-Acid Digestion,830.000000,0.083000,4-Acid Digestion,0.74,7.4e-05,4-Acid Digestion,4410.0,0.441,4-Acid Digestion,14.9,0.00149,4-Acid Digestion,36.700000,0.003670,4-Acid Digestion,43.4,0.00434,Peroxide Fusion ICP,660.0,0.066,4-Acid Digestion,59.0,0.0059,4-Acid Digestion,,,,10.0,0.001,4-Acid Digestion,,,,167.000000,0.016700,Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,3860.0,0.386,4-Acid Digestion,1.35,0.000135,4-Acid Digestion,13.1,0.00131,4-Acid Digestion,3.76,0.000376,4-Acid Digestion,305100.000000,30.510000,Peroxide Fusion ICP,7.31,0.000731,Peroxide Fusion ICP,9.95,0.000995,4-Acid Digestion,58.0,0.0058,4-Acid Digestion,1.24,0.000124,4-Acid Digestion,0.93,9.3e-05,4-Acid Digestion,0.03 INDICATIVE,3e-06 INDICATIVE,Aqua Regia Digestion,17.2,0.00172,4-Acid Digestion,4270.0,0.427,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,0.44,4.4e-05,4-Acid Digestion,3.31,0.000331,4-Acid Digestion,92.0,0.0092,Peroxide Fusion ICP,3.81,0.000381,4-Acid Digestion,28.900000,0.002890,4-Acid Digestion,2.8,0.00028,4-Acid Digestion,267.000000,0.026700,4-Acid Digestion,127.0,0.0127,4-Acid Digestion
OREAS0923,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-923/,1.62,0.000162,Aqua Regia Digestion,72900.000000,7.290000,4-Acid Digestion,7.61,0.000761,4-Acid Digestion,0.005 INDICATIVE,5e-07 INDICATIVE,Aqua Regia Digestion,10.0 INDICATIVE,0.001 INDICATIVE,Aqua Regia Digestion,434.000000,0.043400,4-Acid Digestion,2.42,0.000242,4-Acid Digestion,21.4,0.00214,4-Acid Digestion,4730.000000,0.473000,4-Acid Digestion,0.42,4.2e-05,4-Acid Digestion,83.000000,0.008300,4-Acid Digestion,,,,23.100000,0.002310,4-Acid Digestion,71.0,0.0071,4-Acid Digestion,6.7,0.00067,4-Acid Digestion,4230.000000,0.423000,4-Acid Digestion,5.05,0.000505,4-Acid Digestion,2.86,0.000286,4-Acid Digestion,1.37,0.000137,4-Acid Digestion,64300.000000,6.430000,4-Acid Digestion,20.300000,0.002030,4-Acid Digestion,5.73,0.000573,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,3.42,0.000342,4-Acid Digestion,1.0 INDICATIVE,0.0001 INDICATIVE,4-Acid Digestion,0.96,9.6e-05,4-Acid Digestion,0.52,5.2e-05,4-Acid Digestion,,,,25100.0,2.51,4-Acid Digestion,42.2,0.00422,4-Acid Digestion,31.4,0.00314,4-Acid Digestion,0.39,3.9e-05,4-Acid Digestion,16900.0,1.69,4-Acid Digestion,950.000000,0.095000,4-Acid Digestion,0.93,9.3e-05,4-Acid Digestion,3240.0,0.324,4-Acid Digestion,14.1,0.00141,4-Acid Digestion,35.400000,0.003540,4-Acid Digestion,40.7,0.00407,Peroxide Fusion ICP,630.0,0.063,4-Acid Digestion,83.0,0.0083,4-Acid Digestion,,,,9.58,0.000958,4-Acid Digestion,,,,169.000000,0.016900,Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,6910.0,0.691,4-Acid Digestion,1.29,0.000129,4-Acid Digestion,13.1,0.00131,4-Acid Digestion,6.54,0.000654,4-Acid Digestion,296700.000000,29.670000,Peroxide Fusion ICP,7.01,0.000701,Peroxide Fusion ICP,13.3,0.00133,4-Acid Digestion,43.0,0.0043,4-Acid Digestion,1.11,0.000111,4-Acid Digestion,0.85,8.5e-05,4-Acid Digestion,1.0 INDICATIVE,0.0001 INDICATIVE,Peroxide Fusion ICP,16.5,0.00165,4-Acid Digestion,4050.0,0.405,4-Acid Digestion,0.86,8.6e-05,4-Acid Digestion,0.41,4.1e-05,4-Acid Digestion,3.06,0.000306,4-Acid Digestion,93.0,0.0093,Peroxide Fusion ICP,4.85,0.000485,4-Acid Digestion,26.400000,0.002640,4-Acid Digestion,2.57,0.000257,4-Acid Digestion,345.000000,0.034500,4-Acid Digestion,116.0,0.0116,4-Acid Digestion
OREAS0924,Cu ore,primary,siltstone,structurally-controlled sediment-hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-924/,1.92,0.000192,Aqua Regia Digestion,74900.000000,7.490000,4-Acid Digestion,8.49,0.000849,4-Acid Digestion,0.005 INDICATIVE,5e-07 INDICATIVE,Aqua Regia Digestion,,,,442.000000,0.044200,4-Acid Digestion,2.42,0.000242,4-Acid Digestion,27.3,0.00273,4-Acid Digestion,4690.000000,0.469000,4-Acid Digestion,0.48,4.8e-05,4-Acid Digestion,85.000000,0.008500,4-Acid Digestion,,,,23.400000,0.002340,4-Acid Digestion,74.0,0.0074,4-Acid Digestion,6.73,0.000673,4-Acid Digestion,5120.000000,0.512000,4-Acid Digestion,5.1,0.00051,4-Acid Digestion,2.89,0.000289,4-Acid Digestion,1.36,0.000136,4-Acid Digestion,64600.000000,6.460000,4-Acid Digestion,21.200000,0.002120,4-Acid Digestion,5.78,0.000578,4-Acid Digestion,2.0 INDICATIVE,0.0002 INDICATIVE,4-Acid Digestion,3.33,0.000333,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,0.98,9.8e-05,4-Acid Digestion,0.59,5.9e-05,4-Acid Digestion,,,,26100.0,2.61,4-Acid Digestion,42.5,0.00425,4-Acid Digestion,31.7,0.00317,4-Acid Digestion,0.39,3.9e-05,4-Acid Digestion,17200.0,1.72,4-Acid Digestion,950.000000,0.095000,4-Acid Digestion,0.94,9.4e-05,4-Acid Digestion,3230.0,0.323,4-Acid Digestion,14.0,0.0014,4-Acid Digestion,36.000000,0.003600,4-Acid Digestion,38.5,0.00385,Peroxide Fusion ICP,640.0,0.064,4-Acid Digestion,92.0,0.0092,4-Acid Digestion,,,,9.62,0.000962,4-Acid Digestion,,,,173.000000,0.017300,Peroxide Fusion ICP,0.002 INDICATIVE,2e-07 INDICATIVE,4-Acid Digestion,,,,,,,8040.0,0.804,4-Acid Digestion,1.33,0.000133,4-Acid Digestion,13.2,0.00132,4-Acid Digestion,7.86,0.000786,4-Acid Digestion,292500.000000,29.250000,Peroxide Fusion ICP,6.84,0.000684,Peroxide Fusion ICP,13.6,0.00136,4-Acid Digestion,40.4,0.00404,4-Acid Digestion,1.11,0.000111,4-Acid Digestion,0.86,8.6e-05,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,16.6,0.00166,4-Acid Digestion,4020.0,0.402,4-Acid Digestion,0.9,9e-05,4-Acid Digestion,0.4,4e-05,4-Acid Digestion,3.06,0.000306,4-Acid Digestion,94.0,0.0094,Peroxide Fusion ICP,5.41,0.000541,4-Acid Digestion,26.400000,0.002640,4-Acid Digestion,2.58,0.000258,4-Acid Digestion,380.000000,0.038000,4-Acid Digestion,109.0,0.0109,4-Acid Digestion
